,X,Y,Z,val
0,0.0,10.0,5.05050505050505,0.0
1,0.10101010101010101,10.0,5.151515151515151,0.0
2,0.20202020202020202,10.0,5.151515151515151,0.0
3,0.30303030303030304,10.0,5.151515151515151,0.0
4,0.40404040404040403,10.0,5.151515151515151,0.0
5,0.5050505050505051,10.0,5.151515151515151,0.0
6,0.6060606060606061,10.0,5.151515151515151,0.0
7,0.7070707070707071,10.0,5.151515151515151,0.0
8,0.8080808080808081,10.0,5.151515151515151,0.0
9,0.9090909090909091,10.0,5.151515151515151,0.0
10,1.0101010101010102,10.0,5.151515151515151,0.0
11,1.1111111111111112,10.0,5.151515151515151,0.0
12,1.2121212121212122,10.0,5.151515151515151,0.0
13,1.3131313131313131,10.0,5.151515151515151,0.0
14,1.4141414141414141,10.0,5.151515151515151,0.0
15,1.5151515151515151,10.0,5.151515151515151,0.0
16,1.6161616161616161,10.0,5.151515151515151,0.0
17,1.7171717171717171,10.0,5.151515151515151,0.0
18,1.8181818181818181,10.0,5.151515151515151,0.0
19,1.9191919191919191,10.0,5.151515151515151,0.0
20,2.0202020202020203,10.0,5.151515151515151,0.0
21,2.121212121212121,10.0,5.151515151515151,0.0
22,2.2222222222222223,10.0,5.151515151515151,0.0
23,2.323232323232323,10.0,5.151515151515151,0.0
24,2.4242424242424243,10.0,5.151515151515151,0.0
25,2.525252525252525,10.0,5.252525252525253,0.0
26,2.6262626262626263,10.0,5.252525252525253,0.0
27,2.727272727272727,10.0,5.252525252525253,0.0
28,2.8282828282828283,10.0,5.252525252525253,0.0
29,2.929292929292929,10.0,5.353535353535354,0.0
30,3.0303030303030303,10.0,5.353535353535354,0.0
31,3.131313131313131,10.0,5.353535353535354,0.0
32,3.2323232323232323,10.0,5.454545454545454,0.0
33,3.3333333333333335,10.0,5.454545454545454,0.0
34,3.4343434343434343,10.0,5.555555555555555,0.0
35,3.5353535353535355,10.0,5.555555555555555,0.0
36,3.6363636363636362,10.0,5.656565656565657,0.0
37,3.7373737373737375,10.0,5.656565656565657,0.0
38,3.8383838383838382,10.0,5.757575757575758,0.0
39,3.9393939393939394,10.0,5.858585858585858,0.0
40,4.040404040404041,10.0,5.959595959595959,0.0
41,4.141414141414141,10.0,5.959595959595959,0.0
42,4.242424242424242,10.0,6.0606060606060606,0.0
43,4.343434343434343,10.0,6.161616161616162,0.0
44,4.444444444444445,10.0,6.161616161616162,0.0
45,4.545454545454545,10.0,6.262626262626262,0.0
46,4.646464646464646,10.0,6.363636363636363,0.0
47,4.747474747474747,10.0,6.4646464646464645,0.0
48,4.848484848484849,10.0,6.565656565656566,0.0
49,4.94949494949495,10.0,6.666666666666667,0.0
50,5.05050505050505,10.0,6.666666666666667,0.0
51,5.151515151515151,10.0,6.767676767676767,0.0
52,5.252525252525253,10.0,6.8686868686868685,0.0
53,5.353535353535354,10.0,6.96969696969697,0.0
54,5.454545454545454,10.0,7.070707070707071,0.0
55,5.555555555555555,10.0,7.070707070707071,0.0
56,5.656565656565657,10.0,7.171717171717171,0.0
57,5.757575757575758,10.0,7.2727272727272725,0.0
58,5.858585858585858,10.0,7.373737373737374,0.0
59,5.959595959595959,10.0,7.474747474747475,0.0
60,6.0606060606060606,10.0,7.474747474747475,0.0
61,6.161616161616162,10.0,7.575757575757575,0.0
62,6.262626262626262,10.0,7.6767676767676765,0.0
63,6.363636363636363,10.0,7.6767676767676765,0.0
64,6.4646464646464645,10.0,7.777777777777778,0.0
65,6.565656565656566,10.0,7.777777777777778,0.0
66,6.666666666666667,10.0,7.878787878787879,0.0
67,6.767676767676767,10.0,7.878787878787879,0.0
68,6.8686868686868685,10.0,7.979797979797979,0.0
69,6.96969696969697,10.0,7.979797979797979,0.0
70,7.070707070707071,10.0,7.979797979797979,0.0
71,7.171717171717171,10.0,8.080808080808081,0.0
72,7.2727272727272725,10.0,8.080808080808081,0.0
73,7.373737373737374,10.0,8.080808080808081,0.0
74,7.474747474747475,10.0,8.080808080808081,0.0
75,7.575757575757575,10.0,8.080808080808081,0.0
76,7.6767676767676765,10.0,8.080808080808081,0.0
77,7.777777777777778,10.0,8.080808080808081,0.0
78,7.878787878787879,10.0,8.080808080808081,0.0
79,7.979797979797979,10.0,8.080808080808081,0.0
80,8.080808080808081,10.0,8.080808080808081,0.0
81,8.181818181818182,10.0,8.080808080808081,0.0
82,8.282828282828282,10.0,8.080808080808081,0.0
83,8.383838383838384,10.0,8.080808080808081,0.0
84,8.484848484848484,10.0,8.080808080808081,0.0
85,8.585858585858587,10.0,8.080808080808081,0.0
86,8.686868686868687,10.0,8.080808080808081,0.0
87,8.787878787878787,10.0,8.080808080808081,0.0
88,8.88888888888889,10.0,8.080808080808081,0.0
89,8.98989898989899,10.0,8.080808080808081,0.0
